Red Fighter,Blue Fighter,Betting Odds (Red),Betting Odds (Blue),Payout (Red),Payout (Blue),Date,Location,Country,Winner,Weight Class,Gender,Number of Rounds,Wins (Blue),Stance (Blue),Height_cms (Blue),Reach_cms (Blue),Weight_lbs (Blue),Wins (Red),Stance (Red),Height_cms (Red),Reach_cms (Red),Weight_lbs (Red),Age (Red),Age (Blue),Women's Strawweight Ranking (Blue),Women's Bantamweight Ranking (Blue),Heavyweight Ranking (Red),Welterweight Ranking (Blue),Knockdowns (Red),Knockdowns (Blue) ,Significant Strikes Landed (Red),Significant Strikes Landed (Blue),Average Accuracy of Significant Strikes Landed (Red),Average Accuracy of Significant Strikes Landed (Blue),Total Number of Strikes Landed (Red),Total Number of Strikes Landed (Blue),Total Number of Strikes Attempted (Red),Total Number of Strikes Attempted (Blue),Average Takedowns Landed (Red),Average Takedowns Landed (Blue),Accuracy of Takedowns Landed (Red),Accuracy of Takedowns Landed (Blue),Number of Submissions Attempted (Red),Guard Passes (Red),Guard Passes (Blue)
Merab Dvalishvili,Gustavo Lopez,-800,635,12.5,635,6/13/20,"Las Vegas, Nevada, USA",USA,Red,Catch Weight,MALE,3,0,Orthodox,165.1,170.18,135,3,Orthodox,167.64,172.72,135,29,30,0,0,0,0,0,0,73,14,0.57,0.24,110,49,187,103,13,0,0.72,0,2,14,0
Julia Avila,Gina Mazany,-575,485,17.39130435,485,6/13/20,"Las Vegas, Nevada, USA",USA,Red,Women's Bantamweight,FEMALE,3,1,Southpaw,167.64,172.72,135,1,Orthodox,170.18,172.72,135,32,31,0,0,0,0,0,0,11,2,0.55,0.5,11,2,22,4,0,0,0,0,0,0,0
Tyson Nam,Zarrukh Adashev,-135,125,74.07407407,125,6/13/20,"Las Vegas, Nevada, USA",USA,Red,Bantamweight,MALE,3,0,Southpaw,165.1,165.1,125,0,Orthodox,170.18,172.72,125,36,27,0,0,0,0,1,0,2,2,0.66,0.33,2,2,3,6,0,0,0,0,0,0,0
Anthony Ivy,Christian Aguilera,-185,170,54.05405405,170,6/13/20,"Las Vegas, Nevada, USA",USA,Blue,Welterweight,MALE,3,0,Switch,175.26,182.88,170,0,Orthodox,187.96,187.96,185,30,28,0,0,0,0,0,0,4,10,0.36,0.43,4,10,11,23,0,0,0,0,0,0,0
Amanda Nunes,Felicia Spencer,-600,450,16.66666667,450,6/6/20,"Las Vegas, Nevada, USA",USA,Red,Women's Featherweight,FEMALE,5,2,Orthodox,167.64,172.72,145,13,Orthodox,172.72,175.26,145,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raphael Assuncao,Cody Garbrandt,120,-140,120,71.42857143,6/6/20,"Las Vegas, Nevada, USA",USA,Blue,Bantamweight,MALE,3,6,Orthodox,172.72,165.1,135,14,Orthodox,165.1,167.64,135,37,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aljamain Sterling,Cory Sandhagen,-115,-105,86.95652174,95.23809524,6/6/20,"Las Vegas, Nevada, USA",USA,Red,Bantamweight,MALE,3,5,Switch,180.34,177.8,135,10,Orthodox,170.18,180.34,135,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neil Magny,Anthony Rocco Martin,-135,115,74.07407407,115,6/6/20,"Las Vegas, Nevada, USA",USA,Red,Welterweight,MALE,3,9,Orthodox,182.88,185.42,170,15,Orthodox,190.5,203.2,170,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eddie Wineland,Sean O'Malley,400,-500,400,20,6/6/20,"Las Vegas, Nevada, USA",USA,Blue,Bantamweight,MALE,3,3,Switch,180.34,182.88,135,11,Orthodox,170.18,175.26,135,35,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Caceres,Chase Hooper,168,-195,168,51.28205128,6/6/20,"Las Vegas, Nevada, USA",USA,Red,Featherweight,MALE,3,1,Southpaw,185.42,187.96,145,10,Southpaw,177.8,185.42,145,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ian Heinisch,Gerald Meerschaert,-130,110,76.92307692,110,6/6/20,"Las Vegas, Nevada, USA",USA,Red,Middleweight,MALE,3,6,Southpaw,185.42,195.58,185,2,Orthodox,180.34,182.88,185,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cody Stamann,Brian Kelleher,-250,210,40,210,6/6/20,"Las Vegas, Nevada, USA",USA,Red,Featherweight,MALE,3,5,Switch,167.64,167.64,145,4,Orthodox,167.64,162.56,135,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charles Byrd,Maki Pitolo,-175,155,57.14285714,155,6/6/20,"Las Vegas, Nevada, USA",USA,Blue,Middleweight,MALE,3,0,Orthodox,177.8,190.5,170,1,Orthodox,177.8,185.42,185,36,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jussier Formiga,Alex Perez,115,-135,115,74.07407407,6/6/20,"Las Vegas, Nevada, USA",USA,Blue,Flyweight,MALE,3,5,Orthodox,167.64,165.1,125,9,Orthodox,165.1,170.18,125,35,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alonzo Menifield,Devin Clark,-225,185,44.44444444,185,6/6/20,"Las Vegas, Nevada, USA",USA,Blue,Light Heavyweight,MALE,3,5,Orthodox,182.88,190.5,205,2,Orthodox,182.88,193.04,205,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evan Dunham,Herbert Burns,185,-225,185,44.44444444,6/6/20,"Las Vegas, Nevada, USA",USA,Blue,Catch Weight,MALE,3,1,Orthodox,175.26,185.42,145,11,Southpaw,177.8,177.8,155,38,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyron Woodley,Gilbert Burns,-170,150,58.82352941,150,5/30/20,"Las Vegas, Nevada, USA",USA,Blue,Welterweight,MALE,5,11,Orthodox,177.8,180.34,170,17,Orthodox,175.26,187.96,170,38,33,0,0,0,6,0,0,28,83,0.43,0.6,65,156,101,211,0,2,0,0.25,0,0,3
Blagoy Ivanov,Augusto Sakai,-105,-115,95.23809524,86.95652174,5/30/20,"Las Vegas, Nevada, USA",USA,Blue,Heavyweight,MALE,3,3,Orthodox,190.5,195.58,265,2,Southpaw,180.34,185.42,250,33,29,0,0,12,0,0,0,66,78,0.52,0.48,71,89,130,174,1,0,0.33,0,0,1,0
Billy Quarantillo,Spike Carlyle,-130,110,76.92307692,110,5/30/20,"Las Vegas, Nevada, USA",USA,Red,Catch Weight,MALE,3,1,Switch,172.72,180.34,145,1,Orthodox,177.8,177.8,145,31,27,0,0,0,0,0,0,49,37,0.74,0.56,110,64,135,102,2,3,0.66,0.5,2,2,4
Roosevelt Roberts,Brok Weaver,-360,300,27.77777778,300,5/30/20,"Las Vegas, Nevada, USA",USA,Red,Lightweight,MALE,3,1,Southpaw,182.88,185.42,155,3,Orthodox,187.96,185.42,155,26,28,0,0,0,0,0,0,40,14,0.65,0.29,54,26,76,62,1,0,0.33,0,3,3,0
Mackenzie Dern,Hannah Cifers,-420,335,23.80952381,335,5/30/20,"Las Vegas, Nevada, USA",USA,Red,Women's Strawweight,FEMALE,3,2,Orthodox,154.94,157.48,115,2,Orthodox,162.56,160.02,115,27,27,0,0,0,0,0,0,5,7,0.23,0.26,5,11,21,31,0,0,0,0,1,0,0
Katlyn Chookagian,Antonina Shevchenko,110,-130,110,76.92307692,5/30/20,"Las Vegas, Nevada, USA",USA,Red,Women's Flyweight,FEMALE,3,2,Southpaw,172.72,170.18,125,6,Orthodox,175.26,172.72,125,31,35,0,0,0,0,0,0,73,25,0.67,0.39,200,37,240,76,3,0,1,0,4,3,0
Daniel Rodriguez,Gabe Green,-335,275,29.85074627,275,5/30/20,"Las Vegas, Nevada, USA",USA,Red,Welterweight,MALE,3,0,Switch,177.8,185.42,170,1,Southpaw,185.42,187.96,170,33,27,0,0,0,0,0,0,175,127,0.5,0.46,175,127,345,273,1,0,1,0,0,1,0
Jamahal Hill,Klidson Abreu,-117,-103,85.47008547,97.08737864,5/30/20,"Las Vegas, Nevada, USA",USA,Red,Light Heavyweight,MALE,3,1,Orthodox,182.88,187.96,205,1,Southpaw,193.04,200.66,205,29,27,0,0,0,0,2,0,14,5,0.58,0.71,14,5,24,7,0,0,0,0,0,0,0
Tim Elliott,Brandon Royval,-162,142,61.72839506,142,5/30/20,"Las Vegas, Nevada, USA",USA,Blue,Flyweight,MALE,3,0,Southpaw,175.26,172.72,125,4,Southpaw,170.18,167.64,125,33,27,0,0,0,0,0,0,17,16,0.53,0.48,40,22,55,41,4,1,0.4,1,0,2,3
Louis Smolka,Casey Kenney,230,-270,230,37.03703704,5/30/20,"Las Vegas, Nevada, USA",USA,Blue,Bantamweight,MALE,3,2,Southpaw,170.18,172.72,135,7,Orthodox,177.8,185.42,135,28,29,0,0,0,0,0,0,18,32,0.41,0.61,18,32,43,52,0,0,0,0,0,0,0
Chris Gutierrez,Vince Morales,-110,-110,90.90909091,90.90909091,5/30/20,"Las Vegas, Nevada, USA",USA,Red,Featherweight,MALE,3,1,Orthodox,170.18,177.8,145,2,Orthodox,175.26,170.18,145,29,29,0,0,0,0,2,0,60,8,0.63,0.29,60,8,94,27,0,0,0,0,0,0,0
Alistair Overeem,Walt Harris,135,-155,135,64.51612903,5/16/20,"Jacksonville, Florida, USA",USA,Red,Heavyweight,MALE,5,6,Southpaw,195.58,195.58,250,32,Orthodox,193.04,203.2,265,39,36,0,0,8,0,1,1,68,25,0.8,0.52,97,25,115,48,1,0,1,0,0,3,0
Claudia Gadelha,Angela Hill,-255,215,39.21568627,215,5/16/20,"Jacksonville, Florida, USA",USA,Red,Women's Strawweight,FEMALE,3,7,Orthodox,160.02,162.56,115,7,Orthodox,162.56,160.02,115,31,35,0,0,0,0,0,1,84,90,0.4,0.51,92,93,218,179,1,0,0.25,0,0,1,0
Dan Ige,Edson Barboza,112,-132,112,75.75757576,5/16/20,"Jacksonville, Florida, USA",USA,Red,Featherweight,MALE,3,14,Orthodox,180.34,190.5,145,6,Orthodox,170.18,180.34,145,28,34,0,0,0,0,0,1,79,80,0.48,0.55,100,87,189,152,1,0,0.25,0,0,0,0
Krzysztof Jotko,Eryk Anders,-105,-105,95.23809524,95.23809524,5/16/20,"Jacksonville, Florida, USA",USA,Red,Middleweight,MALE,3,5,Southpaw,185.42,190.5,185,9,Southpaw,185.42,195.58,185,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Song Yadong,Marlon Vera,-200,170,50,170,5/16/20,"Jacksonville, Florida, USA",USA,Red,Featherweight,MALE,3,9,Switch,172.72,177.8,145,5,Orthodox,172.72,170.18,145,22,27,0,0,0,0,0,0,101,92,0.5,0.56,119,115,221,187,0,2,0,0.66,0,0,1
Miguel Baeza,Matt Brown,-155,-155,64.51612903,64.51612903,5/16/20,"Jacksonville, Florida, USA",USA,Red,Welterweight,MALE,3,15,Orthodox,182.88,190.5,170,2,Orthodox,187.96,187.96,170,27,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Holland,Anthony Hernandez,-110,-110,90.90909091,90.90909091,5/16/20,"Jacksonville, Florida, USA",USA,Red,Middleweight,MALE,3,1,Orthodox,182.88,190.5,185,4,Orthodox,190.5,205.74,170,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Giga Chikadze,Irwin Rivera,-420,335,23.80952381,335,5/16/20,"Jacksonville, Florida, USA",USA,Red,Featherweight,MALE,3,0,Southpaw,167.64,0,145,3,Orthodox,182.88,187.96,145,31,31,0,0,0,0,1,0,61,34,0.45,0.36,61,35,135,95,1,0,1,0,0,0,0
Nate Landwehr,Darren Elkins,100,-120,100,83.33333333,5/16/20,"Jacksonville, Florida, USA",USA,Red,Featherweight,MALE,3,14,Orthodox,177.8,180.34,145,1,Orthodox,175.26,182.88,145,31,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cortney Casey,Mara Romero Borella,-185,160,54.05405405,160,5/16/20,"Jacksonville, Florida, USA",USA,Red,Women's Flyweight,FEMALE,3,2,Orthodox,167.64,175.26,125,5,Orthodox,170.18,170.18,125,33,33,0,0,0,0,0,0,6,5,0.5,0.71,18,21,24,24,0,1,0,0.5,2,0,0
Rodrigo Nascimento,Don'Tale Mayes,-115,-105,86.95652174,95.23809524,5/16/20,"Jacksonville, Florida, USA",USA,Red,Heavyweight,MALE,3,0,Orthodox,198.12,205.74,260,1,Orthodox,187.96,203.2,246,27,28,0,0,0,0,0,0,32,27,0.61,0.56,45,42,65,65,2,0,1,0,1,2,0
Anthony Smith,Glover Teixeira,-175,155,57.14285714,155,5/13/20,"Jacksonville, Florida, USA",USA,Blue,Light Heavyweight,MALE,5,16,Orthodox,187.96,193.04,205,10,Orthodox,193.04,193.04,205,31,40,0,0,0,0,0,1,86,138,0.4,0.61,87,202,212,297,1,1,0.33,0.5,0,0,5
Ben Rothwell,Ovince Saint Preux,112,-132,112,75.75757576,5/13/20,"Jacksonville, Florida, USA",USA,Red,Heavyweight,MALE,3,18,Southpaw,190.5,203.2,230,14,Orthodox,193.04,198.12,265,38,37,0,0,0,0,0,1,56,42,0.5,0.51,86,46,142,87,1,0,0.33,0,0,0,0
Alexander Hernandez,Drew Dober,100,-120,100,83.33333333,5/13/20,"Jacksonville, Florida, USA",USA,Blue,Lightweight,MALE,3,9,Southpaw,172.72,177.8,155,3,Orthodox,175.26,182.88,155,27,31,0,0,0,0,0,0,34,61,0.31,0.42,41,65,115,149,3,0,0.6,0,0,0,0
Ricky Simon,Ray Borg,-170,150,58.82352941,150,5/13/20,"Jacksonville, Florida, USA",USA,Red,Bantamweight,MALE,3,7,Orthodox,162.56,160.02,135,3,Orthodox,167.64,175.26,135,27,26,0,0,0,0,0,0,67,47,0.46,0.51,93,53,170,98,7,0,0.63,0,0,5,0
Andrei Arlovski,Philipe Lins,130,-150,130,66.66666667,5/13/20,"Jacksonville, Florida, USA",USA,Red,Heavyweight,MALE,3,0,Orthodox,187.96,198.12,240,19,Orthodox,190.5,195.58,240,41,34,0,0,0,0,0,0,50,41,0.46,0.41,50,41,107,99,0,0,0,0,0,0,0
Michael Johnson,Thiago Moises,-110,-110,90.90909091,90.90909091,5/13/20,"Jacksonville, Florida, USA",USA,Blue,Lightweight,MALE,3,1,Orthodox,175.26,177.8,155,11,Southpaw,177.8,185.42,155,33,25,0,0,0,0,0,0,27,1,0.45,0.6,28,1,61,16,0,0,0,0,0,0,0
Sijara Eubanks,Sarah Moras,-370,310,27.02702703,310,5/13/20,"Jacksonville, Florida, USA",USA,Red,Women's Bantamweight,FEMALE,3,3,Orthodox,170.18,170.18,135,2,Orthodox,162.56,170.18,135,35,32,0,0,0,0,0,0,85,44,0.49,0.31,104,84,190,179,2,0,1,0,0,5,0
Gabriel Benitez,Omar Morales,160,-185,160,54.05405405,5/13/20,"Jacksonville, Florida, USA",USA,Blue,Lightweight,MALE,3,1,Orthodox,180.34,185.42,155,5,Southpaw,172.72,180.34,155,31,34,0,0,0,0,0,0,50,63,0.27,0.29,50,63,179,215,0,0,0,0,0,0,0
Hunter Azure,Brian Kelleher,-200,170,50,170,5/13/20,"Jacksonville, Florida, USA",USA,Blue,Featherweight,MALE,3,4,Switch,167.64,167.64,145,1,Orthodox,172.72,175.26,145,28,33,0,0,0,0,0,1,62,29,0.46,0.29,67,32,139,102,0,0,0,0,0,0,0
Chase Sherman,Ike Villanueva,-160,140,62.5,140,5/13/20,"Jacksonville, Florida, USA",USA,Red,Heavyweight,MALE,3,0,Orthodox,185.42,185.42,225,2,Orthodox,193.04,198.12,250,30,36,0,0,0,0,1,0,51,16,0.58,0.29,51,16,87,54,0,0,0,0,0,0,0
Vicente Luque,Niko Price,-290,245,34.48275862,245,5/9/20,"Jacksonville, Florida, USA",USA,Red,Welterweight,MALE,3,6,Orthodox,182.88,193.04,170,10,Orthodox,180.34,190.5,170,30,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bryce Mitchell,Charles Rosa,-155,135,64.51612903,135,5/9/20,"Jacksonville, Florida, USA",USA,Red,Featherweight,MALE,3,3,Switch,175.26,175.26,145,3,Southpaw,177.8,177.8,145,25,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Spann,Sam Alvey,-420,335,23.80952381,335,5/9/20,"Jacksonville, Florida, USA",USA,Red,Light Heavyweight,MALE,3,10,Southpaw,187.96,190.5,205,3,Orthodox,195.58,200.66,205,28,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Pettis,Donald Cerrone,-135,115,74.07407407,115,5/9/20,"Jacksonville, Florida, USA",USA,Red,Welterweight,MALE,3,29,Orthodox,185.42,185.42,155,14,Orthodox,177.8,182.88,155,33,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aleksei Oleinik,Fabricio Werdum,270,-330,270,30.3030303,5/9/20,"Jacksonville, Florida, USA",USA,Red,Heavyweight,MALE,3,22,Orthodox,193.04,195.58,231,7,Orthodox,187.96,203.2,240,42,41,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carla Esparza,Michelle Waterson,-155,135,64.51612903,135,5/9/20,"Jacksonville, Florida, USA",USA,Red,Women's Strawweight,FEMALE,3,7,Orthodox,160.02,157.48,115,6,Orthodox,154.94,160.02,115,32,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uriah Hall,Jacare Souza,115,-135,115,74.07407407,5/9/20,"Jacksonville, Florida, USA",USA,Red,Middleweight,MALE,3,19,Orthodox,185.42,182.88,185,8,Orthodox,182.88,200.66,185,35,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tony Ferguson,Justin Gaethje,-180,158,55.55555556,158,5/9/20,"Jacksonville, Florida, USA",USA,Blue,Lightweight,MALE,5,4,Orthodox,180.34,177.8,155,15,Orthodox,180.34,193.04,155,36,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Henry Cejudo,Dominick Cruz,-225,185,44.44444444,185,5/9/20,"Jacksonville, Florida, USA",USA,Red,Bantamweight,MALE,5,12,Orthodox,172.72,172.72,135,9,Orthodox,162.56,162.56,135,33,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Francis Ngannou,Jairzinho Rozenstruik,-265,225,37.73584906,225,5/9/20,"Jacksonville, Florida, USA",USA,Red,Heavyweight,MALE,3,4,Orthodox,193.04,198.12,242,9,Orthodox,193.04,210.82,250,33,32,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeremy Stephens,Calvin Kattar,210,-250,210,40,5/9/20,"Jacksonville, Florida, USA",USA,Blue,Featherweight,MALE,3,4,Orthodox,180.34,182.88,145,15,Orthodox,175.26,180.34,145,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greg Hardy,Yorgan De Castro,-200,170,50,170,5/9/20,"Jacksonville, Florida, USA",USA,Red,Heavyweight,MALE,3,1,Orthodox,182.88,187.96,250,2,Orthodox,195.58,203.2,265,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Lee,Charles Oliveira,-145,135,68.96551724,135,3/14/20,"Brasilia, Distrito Federal, Brazil",Brazil,Blue,Lightweight,MALE,5,16,Orthodox,177.8,187.96,155,11,Orthodox,175.26,195.58,170,27,30,0,0,0,0,0,0,41,43,0.51,0.66,61,51,100,73,2,0,0.66,0,0,2,0
Demian Maia,Gilbert Burns,160,-170,160,58.82352941,3/14/20,"Brasilia, Distrito Federal, Brazil",Brazil,Blue,Welterweight,MALE,3,10,Orthodox,177.8,180.34,170,22,Southpaw,185.42,182.88,170,42,33,0,0,0,12,0,1,4,13,0.57,0.81,4,14,7,17,2,0,1,0,0,1,0
Renato Moicano,Damir Hadzovic,-345,315,28.98550725,315,3/14/20,"Brasilia, Distrito Federal, Brazil",Brazil,Red,Lightweight,MALE,3,3,Orthodox,175.26,177.8,155,5,Orthodox,180.34,182.88,155,30,33,0,0,0,0,0,0,1,1,0.5,0.2,4,1,5,5,1,0,1,0,1,1,0
Johnny Walker,Nikita Krylov,-137,127,72.99270073,127,3/14/20,"Brasilia, Distrito Federal, Brazil",Brazil,Blue,Light Heavyweight,MALE,3,7,Orthodox,190.5,195.58,205,3,Orthodox,198.12,208.28,205,27,28,0,0,0,0,0,0,37,45,0.74,0.77,91,128,112,148,0,3,0,0.37,0,2,4
Francisco Trinaldo,John Makdessi,-160,150,62.5,150,3/14/20,"Brasilia, Distrito Federal, Brazil",Brazil,Red,Lightweight,MALE,3,10,Orthodox,172.72,172.72,155,14,Southpaw,175.26,177.8,155,41,34,0,0,0,0,0,0,55,67,0.43,0.54,55,68,126,124,0,0,0,0,0,0,0
Jussier Formiga,Brandon Moreno,-150,140,66.66666667,140,3/14/20,"Brasilia, Distrito Federal, Brazil",Brazil,Blue,Flyweight,MALE,3,4,Orthodox,170.18,177.8,125,9,Orthodox,165.1,170.18,125,34,26,0,0,0,0,0,0,15,33,0.46,0.4,61,94,81,147,1,0,0.11,0,1,3,1
Amanda Ribas,Randa Markos,-345,315,28.98550725,315,3/14/20,"Brasilia, Distrito Federal, Brazil",Brazil,Red,Women's Strawweight,FEMALE,3,6,Orthodox,162.56,160.02,115,2,Orthodox,160.02,167.64,115,26,34,0,0,0,0,0,0,85,36,0.53,0.46,173,56,254,99,1,1,0.33,1,2,4,0
Elizeu Dos Santos,Aleksei Kunchenko,-122,112,81.96721311,112,3/14/20,"Brasilia, Distrito Federal, Brazil",Brazil,Red,Welterweight,MALE,3,2,Orthodox,172.72,177.8,170,7,Orthodox,180.34,185.42,170,33,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mayra Bueno Silva,Maryna Moroz,-140,130,71.42857143,130,3/14/20,"Brasilia, Distrito Federal, Brazil",Brazil,Blue,Women's Flyweight,FEMALE,3,4,Orthodox,170.18,170.18,125,1,Orthodox,167.64,167.64,135,28,28,0,0,0,0,0,0,88,139,0.6,0.56,92,176,150,298,0,2,0,0.25,0,0,1
Bruno Silva,David Dvorak,-110,100,90.90909091,100,3/14/20,"Brasilia, Distrito Federal, Brazil",Brazil,Blue,Flyweight,MALE,3,0,Orthodox,165.1,172.72,125,0,Orthodox,162.56,165.1,135,29,27,0,0,0,0,0,0,45,67,0.46,0.5,60,92,112,161,3,0,0.27,0,0,2,1
Veronica Macedo,Bea Malecki,-155,145,64.51612903,145,3/14/20,"Brasilia, Distrito Federal, Brazil",Brazil,Blue,Women's Bantamweight,FEMALE,3,1,Orthodox,175.26,187.96,135,1,Southpaw,162.56,162.56,125,24,28,0,0,0,0,0,0,93,130,0.36,0.52,106,190,271,326,0,0,0,0,0,0,2
Israel Adesanya,Yoel Romero,-260,240,38.46153846,240,3/7/20,"Las Vegas, Nevada, USA",USA,Red,Middleweight,MALE,5,9,Southpaw,182.88,185.42,185,7,Switch,193.04,203.2,185,30,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weili Zhang,Joanna Jedrzejczyk,-185,170,54.05405405,170,3/7/20,"Las Vegas, Nevada, USA",USA,Red,Women's Strawweight,FEMALE,5,10,Orthodox,167.64,165.1,115,4,Switch,162.56,160.02,115,30,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beneil Dariush,Drakkar Klose,-162,152,61.72839506,152,3/7/20,"Las Vegas, Nevada, USA",USA,Red,Lightweight,MALE,3,5,Orthodox,175.26,177.8,155,11,Southpaw,177.8,182.88,155,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neil Magny,Li Jingliang,157,-167,157,59.88023952,3/7/20,"Las Vegas, Nevada, USA",USA,Red,Welterweight,MALE,3,9,Orthodox,182.88,180.34,170,14,Orthodox,190.5,203.2,170,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Oliveira,Max Griffin,-125,115,80,115,3/7/20,"Las Vegas, Nevada, USA",USA,Red,Welterweight,MALE,3,3,Orthodox,180.34,193.04,170,9,Orthodox,180.34,193.04,170,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean O'Malley,Jose Quinonez,-330,300,30.3030303,300,3/7/20,"Las Vegas, Nevada, USA",USA,Red,Bantamweight,MALE,3,5,Orthodox,172.72,175.26,135,2,Switch,180.34,182.88,135,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Madsen,Austin Hubbard,-215,195,46.51162791,195,3/7/20,"Las Vegas, Nevada, USA",USA,Red,Lightweight,MALE,3,1,Orthodox,177.8,180.34,155,1,Orthodox,172.72,182.88,155,35,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rodolfo Vieira,Saparbeg Safarov,-570,480,17.54385965,480,3/7/20,"Las Vegas, Nevada, USA",USA,Red,Middleweight,MALE,3,1,Orthodox,185.42,198.12,205,1,Orthodox,182.88,185.42,185,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gerald Meerschaert,Deron Winn,125,-135,125,74.07407407,3/7/20,"Las Vegas, Nevada, USA",USA,Red,Middleweight,MALE,3,1,Orthodox,167.64,177.8,185,5,Southpaw,185.42,195.58,185,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamall Emmers,Giga Chikadze,-170,160,58.82352941,160,3/7/20,"Las Vegas, Nevada, USA",USA,Blue,Featherweight,MALE,3,1,Orthodox,182.88,187.96,145,0,Orthodox,177.8,187.96,145,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Danaa Batgerel,Guido Cannetti,-120,110,83.33333333,110,3/7/20,"Las Vegas, Nevada, USA",USA,Red,Bantamweight,MALE,3,2,Southpaw,167.64,172.72,135,0,Orthodox,170.18,177.8,135,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph Benavidez,Deiveson Figueiredo,-150,130,66.66666667,130,2/29/20,"Norfolk, Virginia, USA", USA,Blue,Flyweight,MALE,5,6,Orthodox,165.1,172.72,125,21,Southpaw,162.56,165.1,125,35,32,0,0,0,0,0,1,46,25,0.48,0.51,46,25,94,49,0,1,0,1,0,0,0
Felicia Spencer,Zarah Fairn,-870,585,11.49425287,585,2/29/20,"Norfolk, Virginia, USA", USA,Red,Women's Featherweight,FEMALE,3,0,Orthodox,172.72,182.88,145,1,Orthodox,167.64,172.72,145,29,33,0,0,0,0,0,0,40,13,0.62,0.46,68,14,98,29,1,0,0.5,0,0,2,0
Ion Cutelaba,Magomed Ankalaev,185,-225,185,44.44444444,2/29/20,"Norfolk, Virginia, USA", USA,Blue,Light Heavyweight,MALE,3,3,Orthodox,190.5,190.5,205,4,Southpaw,185.42,190.5,205,26,27,0,0,0,0,0,0,5,8,0.45,0.66,5,8,11,12,0,0,0,0,0,0,0
