R_fighter,B_fighter,gender,R_age,B_age,R_Height_cms,B_Height_cms,R_Weight_lbs,B_Weight_lbs,R_Reach_cms,B_Reach_cms,sig_str_landed_bout_diff,ev_diff,odds_diff,tot_str_landed_bout_diff,sig_str_pct_bout_diff
Sam Stout,John Makdessi,MALE,28,27,175.26,172.72,155,155,177.8,172.72,21,135,385,21,0.36
Antonio Carvalho,Rodrigo Damm,MALE,33,32,175.26,170.18,145,155,172.72,180.34,2,139.2195122,393,2,-0.010000000000000007
Matthew Riddle,John Maguire,MALE,26,29,185.42,175.26,170,155,187.96,175.26,-8,154.54545455,420,-36,0.06
Ivan Menjivar,Azamat Gashimov,MALE,30,22,167.64,167.64,145,125,162.56,167.64,-2,148.48837208999996,410,-7,-0.3
Steven Siler,Darren Elkins,MALE,25,28,180.34,177.8,145,145,177.8,180.34,29,-9.090909089999997,-210,42,0.16999999999999998
Rich Franklin,Cung Le,MALE,38,40,185.42,175.26,185,185,190.5,175.26,-4,377.77777778,850,-4,-0.06999999999999995
Dong Hyun Kim,Paulo Thiago,MALE,30,31,187.96,180.34,170,170,193.04,185.42,-20,258.75,610,-72,-0.35000000000000003
Takanori Gomi,Mac Danzig,MALE,34,32,170.18,172.72,155,155,177.8,177.8,10,-115.94594595,-355,7,0.14
Tiequan Zhang,Jon Tuck,MALE,34,28,172.72,180.34,155,155,177.8,185.42,-4,-253.25396825,-600,45,0
Takeya Mizugaki,Jeff Hougland,MALE,28,34,170.18,170.18,135,135,172.72,172.72,-49,367.27272727,830,-30,0
Alex Caceres,Motonobu Tezuka,MALE,24,25,177.8,170.18,145,135,185.42,167.64,-42,154.54545455,420,-43,-0.22000000000000006
Yasuhiro Urushitani,John Lineker,MALE,36,22,165.1,160.02,125,135,170,170.18,15,-148.48837208999996,-410,17,-0.04999999999999999
Riki Fukuda,Tom DeBlass,MALE,31,30,182.88,182.88,185,185,185.42,190.5,-41,201.53846154,500,-162,-0.15000000000000002
Anderson Silva,Stephan Bonnar,MALE,37,35,187.96,193.04,185,205,195.58,198.12,-7,790,1800,1,-0.43
Minotauro Nogueira,Dave Herman,MALE,36,28,190.5,193.04,240,242,195.58,193.04,0,142.38095238,400,0,0
Glover Teixeira,Fabio Maldonado,MALE,32,32,187.96,185.42,205,205,193.04,190.5,-75,398.94736842,895,-103,-0.30999999999999994
Jon Fitch,Erick Silva,MALE,34,28,182.88,182.88,170,170,193.04,187.96,-63,-124.91666667,-369,-152,-0.05000000000000005
Phil Davis,Wagner Prado,MALE,28,25,187.96,182.88,205,205,200.66,187.96,-27,291.83098592,675,-57,-0.41
Demian Maia,Rick Story,MALE,34,28,185.42,175.26,170,170,182.88,180.34,-2,18.04347826,220,1,-0.020000000000000014
Rony Jason,Sam Sicilia,MALE,28,26,170.18,172.72,145,145,177.8,170.18,-7,142.38095238,400,-4,-0.06999999999999995
Gleison Tibau,Francisco Trinaldo,MALE,29,34,177.8,175.26,155,155,180.34,177.8,9,43.07692308,250,-26,-0.10999999999999993
Diego Brandao,Joey Gambino,MALE,25,23,170.18,170.18,145,145,172.72,178,6,190,480,-25,-0.07
Sergio Moraes,Renee Forte,MALE,30,25,182.88,170.18,170,155,182.88,180.34,10,142.38095238,400,11,-0.009999999999999952
Luiz Cane,Chris Camozzi,MALE,31,25,187.96,187.96,185,185,195.58,193.04,42,66.03448276,280,33,-0.04999999999999999
Cristiano Marcello,Reza Madadi,MALE,34,34,175.26,180.34,155,155,182.88,182.88,5,-66.03448276,-280,11,0.21
Travis Browne,Antonio Silva,MALE,30,33,198.12,193.04,255,264,200.66,203.2,0,115.94594595,355,0,0
Jake Ellenberger,Jay Hieron,MALE,27,36,175.26,182.88,170,170,180.34,190.5,0,247.74193548,590,0,0
John Dodson,Jussier Formiga,MALE,28,27,160.02,165.1,135,125,167.64,170.18,0,195.78431373,490,0,0
Josh Neer,Justin Edwards,MALE,29,29,180.34,177.8,170,155,182.88,177.8,0,219.28571429,535,0,0
Michael Johnson,Danny Castillo,MALE,26,33,177.8,175.26,145,155,185.42,180.34,0,115.94594595,355,0,0
Aaron Simpson,Mike Pierce,MALE,38,32,182.88,172.72,170,170,185.42,177.8,0,-66.03448276,-280,0,0
Marcus LeVesseur,Carlo Prater,MALE,30,31,175.26,180.34,155,155,177.8,182.88,0,80.48387097,300,0,0
Jacob Volkmann,Shane Roller,MALE,32,33,175.26,177.8,155,155,180.34,182.88,0,101.17647059,330,0,0
Bart Palaszewski,Diego Nunes,MALE,29,29,175.26,167.64,145,145,177.8,170.18,0,-124.91666667,-369,0,0
Darren Uyenoyama,Phil Harris,MALE,32,29,167.64,162.56,125,125,162.56,162.56,0,236.66666667,570,0,0
Stefan Struve,Stipe Miocic,MALE,24,30,210.82,193.04,265,240,213.36,203.2,-9,-94.39393939,-320,-9,0.06
Dan Hardy,Amir Sadollah,MALE,30,32,182.88,177.8,170,170,187.96,187.96,-4,166.52173913,440,-32,-0.010000000000000007
Brad Pickett,Yves Jabouin,MALE,34,33,167.64,170.18,135,135,172.72,172.72,12,81.89743589999998,302,12,0.16000000000000006
Paul Sass,Matt Wiman,MALE,24,29,182.88,177.8,155,155,185.42,172.72,-3,19.09090909,220,-7,0.15000000000000002
John Hathaway,John Maguire,MALE,25,29,185.42,175.26,170,155,190.5,175.26,-28,195.78431373,490,-95,0.010000000000000007
Che Mills,Duane Ludwig,MALE,30,34,185.42,177.8,170,170,193.04,177.8,-6,166.52173913,440,-11,-0.41
Kyle Kingsbury,Jimi Manuwa,MALE,30,32,193.04,185.42,205,205,193.04,200.66,25,-184.18367347,-470,-3,0.05000000000000005
Andy Ogle,Akira Corassani,MALE,23,30,172.72,172.72,145,145,175.26,172.72,-7,80.48387097,300,-51,-0.010000000000000007
Tom Watson,Brad Tavares,MALE,30,24,185.42,185.42,185,185,185.42,187.96,18,-87.5,-310,20,-0.040000000000000036
DaMarques Johnson,Gunnar Nelson,MALE,30,24,185.42,180.34,170,170,190.5,182.88,8,-280.58823529,-650,15,0.65
Jason Young,Robert Peralta,MALE,26,26,175.26,172.72,145,145,185.42,180.34,5,18.04347826,220,5,-0.5900000000000001
Jon Jones,Vitor Belfort,MALE,25,35,193.04,182.88,205,185,213.36,187.96,-49,648.0952381,1500,-74,-0.14999999999999994
Joseph Benavidez,Demetrious Johnson,MALE,28,26,162.56,160.02,125,125,165.1,167.64,33,184.18367347,470,43,0.31999999999999995
Michael Bisping,Brian Stann,MALE,33,31,185.42,185.42,185,205,190.5,187.96,-7,135,385,-16,-0.04999999999999999
Matt Hamill,Roger Hollett,MALE,35,33,185.42,180.34,205,205,193.04,177.8,-68,280.58823529,650,-119,-0.29000000000000004
Cub Swanson,Charles Oliveira,MALE,28,22,172.72,177.8,145,155,177.8,187.96,-3,-172.44680850999995,-450,1,-0.08999999999999997
Igor Pokrajac,Vinny Magalhaes,MALE,33,28,182.88,190.5,205,205,193.04,200.66,7,80.48387097,300,3,0.17000000000000004
TJ Grant,Evan Dunham,MALE,28,30,177.8,177.8,155,155,182.88,177.8,-4,-35,-240,12,-0.12000000000000005
Sean Pierson,Lance Benoist,MALE,36,24,182.88,180.34,170,170,193.04,185.42,17,-154.54545455,-420,-3,-0.010000000000000007
Jimy Hettes,Marcus Brimage,MALE,25,27,175.26,162.56,145,135,180.34,180.34,24,330,755,7,-0.09999999999999998
Seth Baczynski,Simeon Thoresen,MALE,30,28,190.5,185.42,170,170,187.96,200.66,2,18.04347826,220,2,0.12
Mitch Gagnon,Walel Watson,MALE,27,28,165.1,180.34,135,135,165.1,175.26,-4,-106.52873563,-338,-5,-0.33
Kyle Noke,Charlie Brenneman,MALE,32,31,185.42,177.8,170,155,193.04,182.88,-7,-148.48837208999996,-410,-7,-0.46
Benson Henderson,Frankie Edgar,MALE,28,30,175.26,167.64,170,145,177.8,172.72,2,115.94594595,355,3,-0.020000000000000014
Donald Cerrone,Melvin Guillard,MALE,29,29,185.42,175.26,155,155,185.42,172.72,6,275.14925373,640,6,-0.09000000000000002
Yushin Okami,Buddy Roberts,MALE,31,29,187.96,187.96,170,185,190.5,193,-11,524.84848485,1200,-34,0.03999999999999998
Justin Lawrence,Max Holloway,MALE,22,20,172.72,180.34,145,155,170.18,175.26,-3,-87.5,-310,-3,-0.11999999999999995
Dennis Bermudez,Tommy Hayden,MALE,25,26,167.64,175.26,155,145,167.64,182.88,-6,253.25396825,600,-8,-0.22
Jared Hamman,Michael Kuiper,MALE,30,23,190.5,182.88,185,185,190.5,185.42,-5,-80.48387097,-300,1,0.17999999999999994
Ken Stone,Erik Perez,MALE,29,22,172.72,172.72,135,135,180.34,172.72,7,-94.39393939,-320,7,0.15000000000000002
Dustin Pague,Chico Camus,MALE,25,27,175.26,167.64,135,125,187.96,167.64,10,80.48387097,300,51,0.12
Nik Lentz,Eiji Mitsuoka,MALE,27,36,172.72,170.18,155,145,172.72,173,-28,415,935,-53,-0.39
Mauricio Rua,Brandon Vera,MALE,30,34,185.42,190.5,205,230,193.04,193.04,0,330,755,0,0
Lyoto Machida,Ryan Bader,MALE,34,29,185.42,187.96,185,205,187.96,187.96,0,213.63636364,525,0,0
Joe Lauzon,Jamie Varner,MALE,28,27,177.8,172.72,155,155,180.34,182.88,0,18.04347826,220,0,0
Mike Swick,DaMarques Johnson,MALE,33,30,185.42,185.42,170,170,195.58,190.5,0,154.54545455,420,0,0
Cole Miller,Nam Phan,MALE,28,29,185.42,167.64,145,135,187.96,177.8,0,58.57142857,270,0,0
Josh Grispi,Rani Yahya,MALE,23,27,180.34,167.64,145,135,187.96,170.18,0,135,385,0,0
Philip De Fries,Oli Thompson,MALE,26,32,195.58,185.42,250,242,208.28,190.5,0,142.38095238,400,0,0
Manvel Gamburyan,Michihiro Omigawa,MALE,31,36,165.1,167.64,135,145,170.18,172.72,0,122.36842105,365,0,0
John Moraga,Ulysses Gomez,MALE,28,29,167.64,167.64,125,125,167.64,167.64,0,-26.66666667,-230,0,0
Urijah Faber,Renan Barao,MALE,33,25,167.64,167.64,135,135,170.18,177.8,25,-87.5,-310,23,-0.040000000000000036
Hector Lombard,Tim Boetsch,MALE,34,31,175.26,182.88,185,185,180.34,187.96,28,247.74193548,590,10,0.22000000000000006
Cheick Kongo,Shawn Jordan,MALE,37,27,193.04,182.88,240,260,208.28,190.5,-23,35,240,-41,-0.31000000000000005
Brian Ebersole,James Head,MALE,31,28,182.88,185.42,170,170,185.42,185.42,2,264.23076923,620,11,0.04999999999999999
Court McGee,Nick Ring,MALE,27,33,180.34,182.88,170,185,190.5,187.96,-40,35,240,-75,0.13
Anthony Perosh,Ryan Jimmo,MALE,39,30,190.5,185.42,205,205,190.5,185.42,2,-166.52173913,-440,2,1
Bryan Caraway,Mitch Gagnon,MALE,27,27,172.72,165.1,135,135,172.72,165.1,16,154.54545455,420,-37,0.16999999999999998
Antonio Carvalho,Daniel Pineda,MALE,33,26,175.26,170.18,145,145,172.72,175.26,-3,-195.78431373,-490,-3,-0.08000000000000003
Mitch Clarke,Anton Kuivanen,MALE,26,28,177.8,172.72,155,155,185.42,182.88,23,-94.39393939,-320,37,0.29000000000000004
Mark Munoz,Chris Weidman,MALE,34,28,182.88,187.96,185,185,182.88,198.12,28,-58.57142857,-270,45,0.75
James Te Huna,Joey Beltran,MALE,30,30,187.96,185.42,185,185,190.5,190.5,-49,313.68421053,720,-82,-0.23
Aaron Simpson,Kenny Robertson,MALE,37,28,182.88,177.8,170,170,185.42,187.96,-19,269.69696969999995,630,-55,-0.10000000000000007
Karlos Vemola,Francis Carmont,MALE,27,30,182.88,190.5,185,205,190.5,198.12,1,-142.38095238,-400,1,0.08000000000000003
TJ Dillashaw,Vaughan Lee,MALE,26,29,167.64,167.64,125,125,170.18,167.64,5,345.90361446,785,15,0.24
Rafael Dos Anjos,Anthony Njokuani,MALE,27,32,172.72,185.42,170,155,177.8,190.5,-19,122.36842105,365,-31,-0.24
Damacio Page,Alex Caceres,MALE,29,24,167.64,177.8,135,145,167.64,185.42,0,-26.66666667,-230,0,0
Chris Cariaso,Josh Ferguson,MALE,31,24,160.02,165.1,125,125,160.02,167.64,-50,266.83098592,650,-81,-0.3700000000000001
Rafael Natal,Andrew Craig,MALE,29,26,182.88,185.42,185,170,193.04,193.04,-50,-58.57142857,-270,-49,-0.35000000000000003
Marcelo Guimaraes,Dan Stittgen,MALE,29,31,182.88,185.42,185,170,185.42,180,-14,324.6835443,745,-52,-0.16000000000000006
Raphael Assuncao,Issei Tamura,MALE,29,28,165.1,165.1,135,135,167.64,160.02,-34,122.36842105,365,-37,-0.30000000000000004
Anderson Silva,Chael Sonnen,MALE,37,35,187.96,185.42,185,205,195.58,187.96,0,219.28571429,535,0,0
Forrest Griffin,Tito Ortiz,MALE,33,37,190.5,190.5,205,205,195.58,187.96,0,236.66666667,570,0,0
Cung Le,Patrick Cote,MALE,40,32,175.26,180.34,185,170,175.26,180.34,0,-135,-385,0,0
Dong Hyun Kim,Demian Maia,MALE,30,34,187.96,185.42,170,170,193.04,182.88,0,63.06993007,276,0,0
Chad Mendes,Cody McKenzie,MALE,27,24,167.64,182.88,145,155,167.64,182.88,0,555.81560284,1275,0,0
Ivan Menjivar,Mike Easton,MALE,30,28,167.64,167.64,145,135,162.56,177.8,0,18.04347826,220,0,0
Melvin Guillard,Fabricio Camoes,MALE,29,33,175.26,177.8,155,155,172.72,185.42,0,225.51724138,550,0,0
Gleison Tibau,Khabib Nurmagomedov,MALE,28,23,177.8,177.8,155,155,180.34,177.8,0,77.64052288,296,0,0
Costas Philippou,Riki Fukuda,MALE,32,31,180.34,182.88,185,185,185.42,185.42,0,122.36842105,365,0,0
John Alessio,Shane Roller,MALE,33,32,177.8,177.8,155,155,182.88,182.88,0,-73.33333333,-290,0,0
Rafaello Oliveira,Yoislandy Izquierdo,MALE,30,28,172.72,180.34,155,155,180.34,184,0,-115.94594595,-355,0,0
Wanderlei Silva,Rich Franklin,MALE,35,37,180.34,185.42,205,185,187.96,190.5,64,-50.92592593000001,-260,46,0.04999999999999999
Cezar Ferreira,Sergio Moraes,MALE,27,29,185.42,182.88,185,170,198.12,182.88,-4,226.25396825,573,-7,0.15000000000000002
Godofredo Pepey,Rony Jason,MALE,24,28,170.18,170.18,145,145,185.42,177.8,4,-201.53846154,-500,-14,0.08999999999999997
Fabricio Werdum,Mike Russow,MALE,34,35,193.04,185.42,231,255,195.58,185.42,-28,398.94736842,895,-28,-0.35000000000000003
Iuri Alcantara,Hacran Dias,MALE,31,28,175.26,172.72,135,155,180.34,175.26,0,110.82022472,345,72,0.04999999999999999
Anistavio Medeiros,Rodrigo Damm,MALE,24,32,167.64,170.18,145,155,178,180.34,3,-135,-385,4,0.08000000000000003
Delson Heleno,Francisco Trinaldo,MALE,34,33,180.34,175.26,185,155,183,177.8,18,26.66666667,230,37,0.05000000000000005
John Teixeira,Hugo Viana,MALE,25,29,170.18,167.64,145,135,173,170.18,13,-135,-385,19,0.09000000000000002
Thiago Perpetuo,Leonardo Mafra,MALE,24,23,177.8,177.8,170,155,180.34,177.8,-35,18.04347826,220,-45,-0.31999999999999995
Marcos Vinicius,Wagner Campos,MALE,32,30,175.26,167.64,125,145,177.8,168,-11,201.53846154,500,12,-0.07
Gray Maynard,Clay Guida,MALE,33,30,175.26,170.18,155,155,177.8,177.8,-4,154.54545455,420,-3,-0.06999999999999998
Sam Stout,Spencer Fisher,MALE,28,36,175.26,170.18,155,155,177.8,177.8,1,291.83098592,675,-7,0.07999999999999996
Brian Ebersole,TJ Waldburger,MALE,31,24,182.88,180.34,170,170,185.42,190.5,-21,146.52173913,420,-57,-0.23000000000000004
Ross Pearson,Cub Swanson,MALE,27,28,172.72,172.72,155,145,175.26,177.8,7,148.48837208999996,410,2,0.08000000000000003
Hatsu Hioki,Ricardo Lamas,MALE,28,30,180.34,172.72,145,145,177.8,180.34,19,94.39393939,320,50,0.12
Ramsey Nijem,CJ Keith,MALE,24,25,180.34,182.88,155,155,190.5,185,0,73.33333333,290,-3,0.38
Rick Story,Brock Jardine,MALE,27,26,175.26,180.34,170,170,180.34,185.42,-33,302.97297297,700,-46,-0.10000000000000003
Steven Siler,Joey Gambino,MALE,25,23,180.34,170.18,145,145,177.8,178,-7,-26.66666667,-230,-22,-0.42
Nick Catone,Chris Camozzi,MALE,30,25,182.88,187.96,185,185,182.88,193.04,20,142.38095238,400,23,0.16999999999999998
Matt Brown,Luis Ramos,MALE,31,31,182.88,172.72,170,170,190.5,183,-32,80.48387097,300,-48,-0.27
Dan Miller,Ricardo Funch,MALE,30,31,185.42,177.8,185,170,187.96,193.04,15,269.69696969999995,630,9,0.06000000000000005
Ken Stone,Dustin Pague,MALE,29,24,172.72,175.26,135,135,180.34,187.96,-22,-73.33333333,-290,-41,-0.07
Demetrious Johnson,Ian McCall,MALE,25,28,160.02,165.1,125,125,167.64,162.56,0,9.090909089999997,210,0,0
Erick Silva,Charlie Brenneman,MALE,27,31,182.88,177.8,170,155,187.96,182.88,0,115.94594595,355,0,0
Mike Pyle,Josh Neer,MALE,36,29,182.88,180.34,170,170,187.96,182.88,0,122.36842105,365,0,0
Eddie Wineland,Scott Jorgensen,MALE,27,29,170.18,165.1,135,135,175.26,167.64,0,-87.5,-310,0,0
Mike Pierce,Carlos Eduardo Rocha,MALE,31,30,172.72,177.8,170,170,177.8,177.8,0,146.52173913,420,0,0
Seth Baczynski,Lance Benoist,MALE,30,23,190.5,180.34,170,170,187.96,185.42,0,0,0,0,0
Leonard Garcia,Matt Grice,MALE,32,30,177.8,172.72,145,145,175.26,177.8,0,35,240,0,0
Dustin Pague,Jared Papazian,MALE,24,24,175.26,172.72,135,135,187.96,170.18,0,-87.5,-310,0,0
Tim Means,Justin Salas,MALE,28,30,187.96,172.72,170,155,190.5,177.8,0,43.07692308,250,0,0
Buddy Roberts,Caio Magalhaes,MALE,29,24,187.96,185.42,185,185,193,185.42,0,43.07692308,250,0,0
Henry Martinez,Bernardo Magalhaes,MALE,28,31,170.18,175.26,155,155,172.72,165.1,0,166.52173913,440,0,0
Jake Hecht,Sean Pierson,MALE,28,36,182.88,182.88,170,170,193.04,193.04,0,80.48387097,300,0,0
Jake Ellenberger,Martin Kampmann,MALE,27,30,175.26,182.88,170,170,180.34,182.88,0,110.82022472,345,0,0
Michael Chiesa,Al Iaquinta,MALE,24,25,185.42,177.8,170,155,190.5,177.8,0,-201.53846154,-500,0,0
Jonathan Brookins,Charles Oliveira,MALE,26,22,182.88,177.8,145,155,185.42,187.96,0,-135,-385,0,0
Max Holloway,Pat Schilling,MALE,20,23,180.34,172.72,155,145,175.26,175.26,0,58.57142857,270,0,0
Justin Lawrence,John Cofer,MALE,22,28,172.72,175.26,145,155,170.18,185.42,0,286.01449275,660,0,0
Daron Cruickshank,Chris Tickle,MALE,26,30,172.72,175.26,155,155,182.88,178,0,106.52873563,338,0,0
Myles Jury,Chris Saunders,MALE,23,26,177.8,172.72,145,155,185.42,175,0,247.74193548,590,0,0
Cristiano Marcello,Sam Sicilia,MALE,34,26,175.26,172.72,155,145,182.88,170.18,0,-124.91666667,-369,0,0
Joe Proctor,Jeremy Larsen,MALE,26,28,177.8,177.8,155,145,182.88,177.8,0,219.28571429,535,0,0
John Albert,Erik Perez,MALE,25,22,172.72,172.72,135,135,172.72,172.72,0,115.94594595,355,0,0
Junior Dos Santos,Frank Mir,MALE,28,33,193.04,190.5,238,264,195.58,200.66,-42,398.94736842,895,-46,-0.21
Cain Velasquez,Antonio Silva,MALE,29,32,185.42,193.04,240,264,195.58,203.2,-27,330,755,-50,-0.06000000000000005
Roy Nelson,Dave Herman,MALE,35,27,182.88,193.04,263,242,182.88,193.04,1,90.27160494,314,0,-0.13
Stipe Miocic,Shane del Rosario,MALE,29,28,193.04,193.04,240,250,203.2,200.66,0,91.17647059,320,-25,0.27
Stefan Struve,Lavar Johnson,MALE,24,34,210.82,193.04,265,240,213.36,208.28,4,43.07692308,250,7,0.57
Diego Brandao,Darren Elkins,MALE,24,28,170.18,177.8,145,145,172.72,180.34,13,201.53846154,500,69,-0.07999999999999996
Edson Barboza,Jamie Varner,MALE,26,27,180.34,172.72,155,155,190.5,182.88,9,441.48148148,1000,22,-0.07000000000000006
Jason Miller,CB Dollaway,MALE,31,28,185.42,187.96,185,185,182.88,193.04,15,80.48387097,300,70,0.13000000000000006
Dan Hardy,Duane Ludwig,MALE,30,33,182.88,177.8,170,170,187.96,177.8,-1,43.07692308,250,-2,-0.18
Jacob Volkmann,Paul Sass,MALE,31,23,175.26,182.88,155,155,180.34,185.42,-1,122.36842105,365,-1,-0.15000000000000002
Kyle Kingsbury,Glover Teixeira,MALE,30,32,193.04,187.96,205,205,193.04,193.04,10,-172.44680850999995,-450,22,0.24
Mike Brown,Daniel Pineda,MALE,36,26,167.64,170.18,145,145,177.8,175.26,-10,23.25423729000001,226,-87,-0.21000000000000008
Chan Sung Jung,Dustin Poirier,MALE,25,23,170.18,175.26,145,155,182.88,182.88,-18,-261.42857143,-640,-79,-0.03999999999999998
