index,R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,R_kd_bout,B_kd_bout,R_sig_str_landed_bout,B_sig_str_landed_bout,R_sig_str_attempted_bout,B_sig_str_attempted_bout,R_sig_str_pct_bout,B_sig_str_pct_bout,R_tot_str_landed_bout,B_tot_str_landed_bout,R_tot_str_attempted_bout,B_tot_str_attempted_bout,R_td_landed_bout,B_td_landed_bout,R_td_attempted_bout,B_td_attempted_bout,R_td_pct_bout,B_td_pct_bout,R_sub_attempts_bout,B_sub_attempts_bout,R_pass_bout,B_pass_bout,R_rev_bout,B_rev_bout,level_0
1108,Adam Wieczorek,Marcos Rogerio de Lima,-170,150,58.82352941,150.0,11/3/2018,"New York City, New York, USA", USA,Blue,False,Heavyweight,MALE,3,1,0,0,12.85714286,0.561428571,0.428571429,0.0,0.0,2,3,8,0,0,0,0,3,1,0,4,Orthodox,185.42,190.5,253,0,2,0,27.5,0.46,0.5,0.0,0.0,2,0,5,0,0,0,1,0,1,0,2,Orthodox,195.58,205.74,250,26,33,-1,-2,0,2,-3,3,0,3,0,-10.16,-15.24,-7,-14.64285714,-0.071428571,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,0,3.0,5:00,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108
1109,Volkan Oezdemir,Anthony Smith,-160,140,62.5,140.0,10/27/2018,"Moncton, New Brunswick, Canada", Canada,Blue,False,Light Heavyweight,MALE,5,0,2,0,29.55555556,0.501111111,0.222222222,0.333333333,0.081111111,3,3,19,0,0,0,1,5,0,0,6,Orthodox,193.04,193.04,205,1,0,0,34.25,0.5625,0.0,0.0,0.0,3,1,7,1,0,1,0,2,0,0,3,Orthodox,187.96,190.5,205,29,30,1,2,0,3,-2,12,-1,3,0,5.08,2.54,-1,-4.69444444,0.222222222,0.333333333,0,1,10,2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,SUB,Rear Naked Choke,3.0,4:26,866.0,0.0,0.0,77.0,63.0,148.0,117.0,0.52,0.53,103.0,67.0,175.0,121.0,1.0,1.0,1.0,3.0,1.0,0.33,0.0,2.0,2.0,1.0,0.0,0.0,1109
1110,Michael Johnson,Artem Lobov,-700,500,14.28571429,500.0,10/27/2018,"Moncton, New Brunswick, Canada", Canada,Red,False,Featherweight,MALE,3,2,0,0,56.33333333,0.376666667,0.0,0.5,0.208333333,2,4,20,1,0,0,2,0,0,0,2,Southpaw,175.26,165.1,145,0,1,0,46.52631579,0.362631579,0.052631579000000005,0.42105263200000004,0.29368421100000003,4,9,47,1,0,1,5,4,0,0,10,Southpaw,177.8,185.42,145,32,32,-2,-1,-2,-8,5,-27,0,-4,0,-2.54,-20.32,0,9.80701754,-0.052631579000000005,0.078947368,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,0,3.0,5:00,900.0,0.0,0.0,99.0,67.0,219.0,189.0,0.45,0.35,101.0,67.0,222.0,189.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110
1111,Misha Cirkunov,Patrick Cummins,-345,285,28.98550725,285.0,10/27/2018,"Moncton, New Brunswick, Canada", Canada,Red,False,Light Heavyweight,MALE,3,1,0,0,43.0,0.486363636,0.090909091,3.0909090910000003,0.33,3,5,25,0,0,1,3,2,0,0,6,Orthodox,187.96,193.04,205,2,0,0,23.0,0.528333333,0.5,1.5,0.373333333,4,2,9,0,0,0,0,1,3,0,4,Orthodox,190.5,195.58,205,31,37,1,0,-1,2,-3,16,0,1,-3,-2.54,-2.54,-6,20.0,-0.409090909,1.5909090909999999,0,1,14,11,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,SUB,Arm Triangle,1.0,2:40,160.0,0.0,0.0,11.0,3.0,18.0,5.0,0.61,0.6,65.0,6.0,72.0,8.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1111
1112,Andre Soukhamthath,Jonathan Martinez,-140,120,71.42857143,120.0,10/27/2018,"Moncton, New Brunswick, Canada", Canada,Red,False,Bantamweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,172.72,177.8,135,1,0,0,33.5,0.4,0.0,1.0,0.1425,1,3,11,0,0,0,0,1,0,0,1,Orthodox,175.26,177.8,135,30,32,1,0,-1,-1,3,-11,0,-1,0,-2.54,0.0,-2,-33.5,0.0,-1.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,0,3.0,5:00,900.0,2.0,0.0,79.0,71.0,138.0,111.0,0.57,0.63,98.0,88.0,157.0,128.0,3.0,1.0,3.0,2.0,1.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,1112
1113,Gian Villante,Ed Herman,-235,195,42.55319149,195.0,10/27/2018,"Moncton, New Brunswick, Canada", Canada,Red,False,Light Heavyweight,MALE,3,2,0,0,27.0,0.5015,0.8,1.6,0.4935,3,10,44,1,0,1,2,3,4,0,10,Orthodox,185.42,195.58,205,1,0,0,50.07692308,0.44230769200000003,0.0,0.384615385,0.173076923,2,7,34,0,0,2,0,4,0,0,6,Orthodox,190.5,193.04,205,33,38,-1,0,1,4,-3,10,1,-1,4,-5.08,2.54,-5,-23.07692308,0.8,1.215384615,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,S-DEC,0,3.0,5:00,900.0,0.0,0.0,81.0,84.0,217.0,223.0,0.37,0.37,81.0,85.0,217.0,224.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1113
1114,Alex Garcia,Court McGee,-245,205,40.81632653,205.0,10/27/2018,"Moncton, New Brunswick, Canada", Canada,Blue,False,Welterweight,MALE,3,2,0,0,64.76923077,0.35692307700000003,0.46153846200000004,1.769230769,0.262307692,3,6,36,1,0,1,4,0,2,0,7,Orthodox,180.34,190.5,170,1,0,0,20.55555556,0.32,0.111111111,3.111111111,0.46555555600000004,2,4,22,0,0,1,1,2,1,0,5,Orthodox,175.26,182.88,170,31,33,-1,0,1,2,-2,14,1,-2,1,5.08,7.62,-2,44.21367521,0.350427351,-1.341880342,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,0,3.0,5:00,900.0,0.0,1.0,27.0,51.0,60.0,88.0,0.45,0.57,39.0,111.0,73.0,154.0,1.0,2.0,4.0,6.0,0.25,0.33,0.0,0.0,2.0,4.0,0.0,1.0,1114
1115,Nordine Taleb,Sean Strickland,-120,100,83.33333333,100.0,10/27/2018,"Moncton, New Brunswick, Canada", Canada,Blue,False,Welterweight,MALE,3,1,0,0,51.0,0.36777777799999994,0.444444444,1.222222222,0.425555556,3,3,23,0,0,2,2,1,1,0,6,Orthodox,185.42,193.04,170,1,0,0,34.33333333,0.591111111,0.0,1.7777777780000001,0.5555555560000001,3,3,21,0,0,1,3,2,0,0,6,Orthodox,185.42,187.96,170,37,27,0,0,0,0,0,2,0,-1,1,0.0,5.08,10,16.66666667,0.444444444,-0.5555555560000001,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Punch,2.0,3:10,490.0,0.0,1.0,48.0,65.0,95.0,177.0,0.5,0.36,49.0,68.0,96.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1115
1116,Thibault Gouti,Nasrat Haqparast,600,-750,600.0,13.33333333,10/27/2018,"Moncton, New Brunswick, Canada", Canada,Blue,False,Lightweight,MALE,3,0,1,0,60.0,0.41,0.0,0.5,0.5,1,1,6,0,0,0,1,0,0,0,1,Southpaw,177.8,182.88,155,1,0,0,20.4,0.312,0.2,0.8,0.16,1,4,9,0,0,0,0,1,0,0,1,Orthodox,177.8,182.88,155,31,23,1,1,0,0,3,-3,0,-1,0,0.0,0.0,8,39.6,-0.2,-0.3,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,0,3.0,5:00,900.0,0.0,1.0,78.0,124.0,284.0,256.0,0.27,0.48,95.0,148.0,306.0,282.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116
1117,Calvin Kattar,Chris Fishgold,-200,170,50.0,170.0,10/27/2018,"Moncton, New Brunswick, Canada", Canada,Red,False,Featherweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,145,1,0,0,67.0,0.39333333299999995,0.0,0.666666667,0.22,2,1,9,0,0,0,1,1,0,0,2,Orthodox,180.34,182.88,145,30,26,1,0,-2,-2,1,-9,0,-1,0,-7.62,-10.16,4,-67.0,0.0,-0.666666667,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Punch,1.0,4:11,251.0,1.0,0.0,24.0,20.0,48.0,75.0,0.5,0.26,29.0,20.0,56.0,75.0,0.0,1.0,0.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1117
1118,Sarah Moras,Talita Bernardo,-170,150,58.82352941,150.0,10/27/2018,"Moncton, New Brunswick, Canada", Canada,Blue,False,Women's Bantamweight,FEMALE,3,2,0,0,34.0,0.385,0.5,2.0,0.255,0,2,6,0,0,0,0,0,0,0,0,Orthodox,162.56,172.72,135,1,0,0,19.75,0.4025,1.0,0.75,0.225,1,2,10,0,0,0,1,0,1,0,2,Orthodox,170.18,170.18,135,30,31,-1,0,-1,-2,0,-4,0,0,-1,-7.62,2.54,-1,14.25,-0.5,1.25,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,0,3.0,5:00,900.0,0.0,0.0,37.0,60.0,95.0,102.0,0.38,0.58,78.0,86.0,142.0,130.0,1.0,2.0,2.0,6.0,0.5,0.33,0.0,1.0,3.0,6.0,0.0,1.0,1118
1119,Te Edwards,Don Madge,-450,360,22.22222222,360.0,10/27/2018,"Moncton, New Brunswick, Canada", Canada,Blue,False,Lightweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,182.88,155,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,182.88,155,28,27,0,0,0,0,0,0,0,0,0,10.16,0.0,1,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Kick,2.0,0:14,314.0,0.0,2.0,5.0,21.0,15.0,31.0,0.33,0.67,6.0,42.0,16.0,53.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1119
1120,Arjan Bhullar,Marcelo Golm,-160,140,62.5,140.0,10/27/2018,"Moncton, New Brunswick, Canada", Canada,Red,False,Heavyweight,MALE,3,1,0,0,47.0,0.655,0.5,0.5,0.5,1,1,4,0,0,0,0,0,1,0,1,Orthodox,190.5,190.5,249,1,0,0,16.5,0.49,0.0,1.5,0.83,1,1,5,0,0,0,1,0,0,0,1,Orthodox,185.42,190.5,245,32,26,0,0,0,0,0,-1,0,0,1,5.08,0.0,6,30.5,0.5,-1.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,0,3.0,5:00,900.0,0.0,0.0,47.0,43.0,84.0,87.0,0.55,0.49,99.0,59.0,140.0,103.0,1.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120
1121,Stevie Ray,Jessin Ayari,-160,140,62.5,140.0,10/27/2018,"Moncton, New Brunswick, Canada", Canada,Red,False,Lightweight,MALE,3,1,0,0,49.0,0.325,0.5,0.0,0.0,1,1,6,0,0,1,0,0,0,0,1,Orthodox,182.88,185.42,155,2,0,0,35.875,0.4525,0.625,0.625,0.26,3,3,19,0,1,1,1,2,0,0,5,Southpaw,177.8,177.8,155,28,26,1,0,-2,-4,2,-13,0,-2,0,5.08,7.62,2,13.125,-0.125,-0.625,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,0,3.0,5:00,900.0,0.0,0.0,75.0,63.0,174.0,138.0,0.43,0.45,75.0,64.0,174.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1121
1122,Khabib Nurmagomedov,Conor McGregor,-190,165,52.63157895,165.0,10/6/2018,"Las Vegas, Nevada, USA", USA,Red,True,Lightweight,MALE,5,0,2,0,47.3,0.485,0.0,0.5,0.18,7,1,20,3,1,0,1,7,0,0,9,Southpaw,175.26,187.96,155,0,10,0,58.7,0.505,0.5,4.9,0.374,10,0,29,1,0,0,6,2,2,0,10,Orthodox,177.8,177.8,155,30,30,0,-8,-3,-1,-1,-9,2,5,-2,-2.54,10.16,0,-11.4,-0.5,-4.4,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,Red,SUB,Neck Crank,4.0,3:03,1083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1122
1123,Tony Ferguson,Anthony Pettis,-355,295,28.16901408,295.0,10/6/2018,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,0,1,0,34.85714286,0.47714285700000003,0.7142857140000001,0.571428571,0.154285714,5,6,36,4,0,1,1,2,4,0,8,Orthodox,177.8,182.88,170,0,10,0,51.28571429,0.419285714,1.071428571,0.428571429,0.297142857,10,1,31,2,0,1,3,2,6,1,13,Orthodox,180.34,193.04,155,34,31,0,-9,-5,-5,-5,5,2,-1,-2,-2.54,-10.16,3,-16.42857143,-0.35714285700000004,0.142857142,0,1,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,Red,KO/TKO,0,2.0,5:00,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123
1124,Ovince Saint Preux,Dominick Reyes,190,-230,190.0,43.47826087,10/6/2018,"Las Vegas, Nevada, USA", USA,Blue,False,Light Heavyweight,MALE,3,0,2,0,18.0,0.475,0.5,0.5,0.5,2,0,2,0,0,0,0,1,1,0,2,Southpaw,193.04,195.58,205,0,1,0,23.76470588,0.457058824,0.294117647,0.529411765,0.24470588199999999,4,6,38,1,1,0,1,5,4,0,11,Southpaw,190.5,203.2,205,35,28,0,1,-2,-9,6,-36,-1,-4,-3,2.54,-7.62,7,-5.76470588,0.20588235300000002,-0.029411765,0,1,12,7,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,0,3.0,5:00,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1124
1125,Derrick Lewis,Alexander Volkov,135,-155,135.0,64.51612903,10/6/2018,"Las Vegas, Nevada, USA", USA,Red,False,Heavyweight,MALE,3,0,4,0,87.5,0.565,0.0,1.25,0.625,4,0,13,0,0,1,1,2,0,0,4,Orthodox,200.66,203.2,250,0,2,0,26.85714286,0.552142857,0.0,0.35714285700000004,0.23785714300000002,6,3,31,0,0,1,1,9,0,0,11,Orthodox,190.5,200.66,260,33,29,0,2,-2,-7,3,-18,0,-7,0,10.16,2.54,4,60.64285714,0.0,0.892857143,0,1,5,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,KO/TKO,Punches,3.0,4:49,889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125
1126,Michelle Waterson,Felice Herrig,115,-135,115.0,74.07407407,10/6/2018,"Las Vegas, Nevada, USA", USA,Red,False,Women's Strawweight,FEMALE,3,1,0,0,45.42857143,0.43,0.857142857,1.0,0.485714286,4,2,18,0,0,1,2,0,2,0,5,Orthodox,162.56,165.1,115,0,1,0,39.6,0.652,1.2,2.0,0.882,2,2,12,0,0,1,0,0,2,0,3,Orthodox,160.02,157.48,115,32,34,-1,-1,2,2,0,6,0,0,0,2.54,7.62,-2,5.82857143,-0.342857143,-1.0,0,1,9,8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,0,3.0,5:00,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1126
1127,Sergio Pettis,Jussier Formiga,-190,165,52.63157895,165.0,10/6/2018,"Las Vegas, Nevada, USA", USA,Blue,False,Flyweight,MALE,3,0,2,0,15.0,0.368181818,0.545454545,1.363636364,0.35272727299999995,3,4,26,0,0,0,4,0,3,0,7,Orthodox,165.1,170.18,125,0,1,0,56.54545455,0.38090909100000003,0.454545455,1.0,0.298181818,4,3,34,0,0,1,7,0,0,0,8,Orthodox,167.64,175.26,135,25,33,0,1,-1,-1,-1,-8,0,0,3,-2.54,-5.08,-8,-41.54545455,0.09090909,0.363636364,0,1,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,Red,U-DEC,0,3.0,5:00,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1127
1128,Vicente Luque,Jalin Turner,-700,500,14.28571429,500.0,10/6/2018,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Southpaw,190.5,195.58,155,0,2,0,23.0,0.475,0.5,0.75,0.135,4,2,14,0,0,0,0,3,3,0,6,Orthodox,180.34,190.5,170,26,23,0,-2,-4,-6,2,-14,0,-3,-3,10.16,5.08,3,-23.0,-0.5,-0.75,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Punches,1.0,3:52,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1128
1129,Aspen Ladd,Tonya Evinger,-185,160,54.05405405,160.0,10/6/2018,"Las Vegas, Nevada, USA", USA,Red,False,Women's Bantamweight,FEMALE,3,1,0,0,32.0,0.37,0.0,1.0,0.25,0,1,3,1,0,0,0,0,0,0,0,Orthodox,170.18,177.8,135,0,1,0,26.0,0.43,0.0,1.0,1.0,1,0,2,0,0,0,0,1,0,0,1,Orthodox,167.64,167.64,135,23,37,-1,-1,-1,-1,-1,1,1,-1,0,2.54,10.16,-14,6.0,0.0,0.0,0,1,0,9,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,KO/TKO,Punches,1.0,3:26,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1129
1130,Scott Holtzman,Alan Patrick,260,-320,260.0,31.25,10/6/2018,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,0,3,0,22.16666667,0.5033333329999999,0.333333333,3.666666667,0.435,3,1,15,0,0,0,4,1,0,0,5,Southpaw,180.34,187.96,155,0,2,0,63.33333333,0.513333333,0.333333333,3.0,0.601666667,2,2,18,0,0,0,3,0,1,0,4,Orthodox,175.26,175.26,155,35,35,0,1,1,1,1,-3,0,1,-1,5.08,12.7,0,-41.16666666,0.0,0.666666667,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Elbows,3.0,3:42,822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130
1131,Lina Lansberg,Yana Kunitskaya,205,-245,205.0,40.81632653,10/6/2018,"Las Vegas, Nevada, USA", USA,Blue,False,Women's Bantamweight,FEMALE,3,1,0,0,5.0,0.45,0.0,1.0,0.25,0,1,1,1,0,0,0,0,0,0,0,Orthodox,167.64,172.72,135,0,1,0,43.75,0.58,0.0,0.5,0.285,1,2,10,0,0,0,2,0,0,0,2,Orthodox,170.18,165.1,135,36,28,-1,-1,-1,-2,1,-9,1,0,0,-2.54,7.62,8,-38.75,0.0,0.5,0,1,0,12,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,U-DEC,0,3.0,5:00,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1131
